DataYear,ID,PropertyName,ReportingStatus,Address,ZIPCode,ChicagoEnergyRating,ExemptFromChicagoEnergyRating,CommunityArea,PrimaryPropertyType,GrossFloorArea,YearBuilt,NumberOfBuildings,WaterUse,ENERGYSTARScore,ElectricityUse,NaturalGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI,TotalGHGEmissions,GHGIntensity,Latitude,Longitude,Location,Row_ID,Wards,CommunityAreas,ZipCodes,CensusTracts,HistoricalWards2003-2015
2019,254008,Hyde Park Courtway,Submitted,4816 4828 S Dorchester Ave,60615,4.0,False,Kenwood,Multifamily Housing,69540.0,1920.0,1,,85,405912.0,4414262.1,,,,69.3,,,,,,41.8022432,-87.60352,"(41.8022432, -87.60352)",2019-254008,33,8,21192.0,147,1
2021,254008,Hyde Park Courtway,Submitted,4816 4828 S Dorchester Ave,60615,4.0,False,Kenwood,Multifamily Housing,69540.0,1920.0,1,,92,470774.1,3619009.7,0.0,0.0,,58.8,73.6,64.7,78.9,259.5,3.7,41.8022432,-87.60352,"(41.8022432, -87.60352)",2021-254008,33,8,21192.0,147,1
2016,254009,Maple Court Apartments,Submitted,1120-1126 E. 47th Street,60615,nan,,Kenwood,Multifamily Housing,50760.0,1915.0,1,,15,445419.5,6823299.8,,,,143.2,168.7,156.9,183.1,444.5,8.8,41.8202295,-87.61187,"(41.8202295, -87.61187)",2016-254009,10,4,4301.0,583,1
2017,254009,Maple Court Apartments,Submitted,1120-1126 E. 47th Street,60615,nan,,Kenwood,Multifamily Housing,50760.0,1915.0,1,,7,436279.0,7501199.0,,,,156.4,182.2,170.7,197.4,479.1,9.4,41.8202295,-87.61187,"(41.8202295, -87.61187)",2017-254009,10,4,4301.0,583,1
2018,254009,Maple Court Apartments,Submitted,1120-1126 E. 47th Street,60615,1.0,False,Kenwood,Multifamily Housing,50760.0,1915.0,1,3120.0,6,462766.1,7808500.6,,,,162.9,187.1,165.9,190.1,491.7,9.7,41.8202295,-87.61187,"(41.8202295, -87.61187)",2018-254009,10,4,4301.0,583,1
2019,254009,Maple Court Apartments,Submitted,1120 1126 E 47th St,60615,1.0,False,Kenwood,Multifamily Housing,50760.0,1915.0,1,,8,431935.3,7326399.9,,,,152.8,,,,,,41.8202295,-87.61187,"(41.8202295, -87.61187)",2019-254009,10,4,4301.0,583,1
2021,254009,Maple Court Apartments,Submitted,1120 1126 E 47th St,60653,1.0,False,Kenwood,Multifamily Housing,50760.0,1915.0,1,,17,451656.7,6158509.8,0.0,0.0,,130.2,152.3,143.4,165.3,391.6,7.7,41.8202295,-87.61187,"(41.8202295, -87.61187)",2021-254009,10,4,4301.0,583,1
2016,254010,824 West Superior Condominium Assocation,Submitted,824 W. Superior St.,60642,nan,,West Town,Multifamily Housing,66000.0,2004.0,1,,46,2132981.1,4143295.9,,,,95.1,167.4,103.2,175.9,613.2,9.3,41.8998309,-87.65764,"(41.8998309, -87.65764)",2016-254010,46,25,22620.0,109,41
2017,254010,824 West Superior Condominium Assocation,Submitted,824 W. Superior St.,60642,nan,,West Town,Multifamily Housing,66000.0,2004.0,1,,46,1912116.0,4517581.0,,,,97.4,162.8,107.2,174.1,593.5,9.0,41.8998309,-87.65764,"(41.8998309, -87.65764)",2017-254010,46,25,22620.0,109,41
2018,254010,824 West Superior Condominium Association,Submitted,824 W. Superior St.,60642,1.5,False,West Town,Multifamily Housing,66000.0,2004.0,1,,29,2067709.5,4936188.4,,,,106.1,166.3,102.5,161.4,606.2,9.2,41.8998309,-87.65764,"(41.8998309, -87.65764)",2018-254010,46,25,22620.0,109,41
2019,254010,824 West Superior Condominium Assocation,Submitted,824 W Superior St,60642,1.5,False,West Town,,,,,,36,2004805.9,4841899.1,,,,103.7,162.1,101.0,,,,41.8998309,-87.65764,"(41.8998309, -87.65764)",2019-254010,46,25,22620.0,109,41
2021,254010,824 West Superior Condominium Association,Submitted,824 W Superior St,60642,3.5,False,West Town,Multifamily Housing,77000.0,2004.0,1,,55,1849839.7,3549344.3,0.0,0.0,,81.8,134.9,85.9,137.6,452.7,6.9,41.8998309,-87.65764,"(41.8998309, -87.65764)",2021-254010,46,25,22620.0,109,41
2016,254011,Sheridan Grande Condominium Association,Submitted,4848 N. Sheridan Rd.,60640,nan,,Uptown,Multifamily Housing,77354.0,2006.0,1,,10,3101818.5,6235052.4,,,,120.7,210.5,127.4,214.2,902.9,11.7,41.9726457,-87.66491,"(41.9726457, -87.66491)",2016-254011,18,31,22616.0,633,37
2017,254011,Sheridan Grande Condominium Association,Submitted,4848 N. Sheridan Rd.,60640,nan,,Uptown,Multifamily Housing,77354.0,2006.0,1,,11,2910555.0,6147619.0,,,,117.1,201.6,123.9,208.7,864.7,11.2,41.9726457,-87.66491,"(41.9726457, -87.66491)",2017-254011,18,31,22616.0,633,37
2018,254011,(IL624) - Sheridan Grande Condo,Submitted,4848 N. Sheridan Rd.,60640,3.5,False,Uptown,Multifamily Housing,126620.0,2006.0,1,5841.0,57,3249175.9,6465031.3,,,,76.7,125.5,74.0,121.3,883.9,7.0,41.9726457,-87.66491,"(41.9726457, -87.66491)",2018-254011,18,31,22616.0,633,37
2021,254011,Sheridan Grande Condominium Association,Submitted,4848 N Sheridan Rd,60640,2.5,False,Uptown,,126620.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,41.9726457,-87.66491,"(41.9726457, -87.66491)",2021-254011,18,31,22616.0,633,37
2016,254012,Ellis Street Apartments,Submitted,4721-4729 S Ellis Street,60615,nan,,Kenwood,Multifamily Housing,62352.0,1922.0,1,,86,381645.8,4884199.8,,,,84.5,101.5,93.0,110.5,329.8,5.3,41.8022432,-87.60352,"(41.8022432, -87.60352)",2016-254012,33,8,21192.0,147,1
2017,254012,Ellis Street Apartments,Submitted,4721-4729 S Ellis Street,60615,nan,,Kenwood,Multifamily Housing,62352.0,1922.0,1,,76,359560.0,5336800.0,,,,91.4,108.0,100.8,118.1,349.9,5.6,41.8022432,-87.60352,"(41.8022432, -87.60352)",2017-254012,33,8,21192.0,147,1
2018,254012,Ellis Street Apartments,Submitted,4721-4729 S Ellis Street,60615,3.5,False,Kenwood,Multifamily Housing,62352.0,1922.0,1,3448.0,74,350497.7,5543500.0,,,,94.5,109.1,96.1,110.5,352.8,5.7,41.8022432,-87.60352,"(41.8022432, -87.60352)",2018-254012,33,8,21192.0,147,1
2019,254012,Ellis Street Apartments,Submitted,4721 4729 S Ellis St,60615,4.0,False,Kenwood,Multifamily Housing,62352.0,1922.0,1,,65,337446.8,5843600.0,,,,99.1,,,,,,41.8022432,-87.60352,"(41.8022432, -87.60352)",2019-254012,33,8,21192.0,147,1
2021,254012,Ellis Street Apartments,Submitted,4721 4729 S Ellis St,60615,4.0,False,Kenwood,Multifamily Housing,62352.0,1922.0,1,,79,407911.4,4777460.0,0.0,0.0,,83.2,98.8,83.2,98.8,312.0,5.0,41.8022432,-87.60352,"(41.8022432, -87.60352)",2021-254012,33,8,21192.0,147,1
2016,254015,Senate Apartments,Submitted,"5801 N. Pulaski Rd., Bldg. G",60646,nan,,North Park,Residential Care Facility,191550.0,1981.0,1,,,5911634.6,9353602.0,,,,79.7,148.2,83.4,152.1,1586.5,8.3,41.9995854,-87.77148,"(41.9995854, -87.77148)",2016-254015,29,12,22532.0,781,34
2017,254015,Senate Apartments,Submitted,"5801 N. Pulaski Rd., Bldg. G",60646,nan,,North Park,Residential Care Facility,191550.0,1981.0,1,,,6237204.0,8133923.0,,,,75.0,146.8,79.6,152.1,1585.3,8.3,41.9995854,-87.77148,"(41.9995854, -87.77148)",2017-254015,29,12,22532.0,781,34
2018,254015,Senate Apartments,Submitted,"5801 N. Pulaski Rd., Bldg. G",60646,3.0,False,North Park,Residential Care Facility,191550.0,1981.0,1,,,7064157.0,9030236.3,,,,84.0,152.8,84.1,149.8,1654.9,8.6,41.9995854,-87.77148,"(41.9995854, -87.77148)",2018-254015,29,12,22532.0,781,34
2019,254015,North Park Village Apartments - Building G,Submitted,5801 N Pulaski Rd - Bldg G,60646,nan,True,North Park,,,,,,,6619481.3,9216763.5,,,,82.7,147.3,81.3,,,,41.9995854,-87.77148,"(41.9995854, -87.77148)",2019-254015,29,12,22532.0,781,34
2021,254015,Senate Apartments,Submitted,5801 N Pulaski Rd - Bldg G,60646,4.0,False,North Park,Residential Care Facility,191550.0,1981.0,1,,,6179619.9,8809133.2,0.0,0.0,,78.2,138.6,84.1,145.0,1350.5,7.1,41.9995854,-87.77148,"(41.9995854, -87.77148)",2021-254015,29,12,22532.0,781,34
2016,254016,Prete Apartments,Submitted,"5801 N. Pulaski Rd., Bldg. E",60646,nan,,North Park,Residential Care Facility,55866.0,1991.0,1,,,1757517.8,2970988.2,,,,84.6,154.6,89.1,159.3,481.8,8.6,41.9995854,-87.77148,"(41.9995854, -87.77148)",2016-254016,29,12,22532.0,781,34
2017,254016,Prete Apartments,Submitted,"5801 N. Pulaski Rd., Bldg. E",60646,nan,,North Park,Residential Care Facility,55866.0,1991.0,1,,,1854306.0,2590034.0,,,,79.6,152.9,84.8,158.8,480.4,8.6,41.9995854,-87.77148,"(41.9995854, -87.77148)",2017-254016,29,12,22532.0,781,34
2018,254016,Prete Apartments,Submitted,"5801 N. Pulaski Rd., Bldg. E",60646,3.0,False,North Park,Residential Care Facility,55866.0,1991.0,1,,,2059571.9,2750398.4,,,,86.1,154.9,86.3,152.1,488.7,8.7,41.9995854,-87.77148,"(41.9995854, -87.77148)",2018-254016,29,12,22532.0,781,34
2019,254016,North Park Village Apartments - Building E,Submitted,5801 N Pulaski Rd - Bldg E,60646,nan,True,North Park,,,,,,,1929905.7,2579056.4,,,,80.7,145.2,79.4,,,,41.9995854,-87.77148,"(41.9995854, -87.77148)",2019-254016,29,12,22532.0,781,34
2021,254016,Prete Apartments,Submitted,5801 N Pulaski Rd - Bldg E,60646,4.0,False,North Park,Residential Care Facility,55866.0,1991.0,1,,,1801687.8,2110482.1,0.0,0.0,,70.0,130.0,74.4,134.8,369.4,6.6,41.9995854,-87.77148,"(41.9995854, -87.77148)",2021-254016,29,12,22532.0,781,34
2016,254022,220 Walton Condominium,Submitted,220 E Walton Place,60611,nan,,Near North Side,Multifamily Housing,73000.0,1919.0,1,,,1072981.2,3818695.0,,,,67.0,101.1,73.9,108.4,400.6,5.5,41.8957877,-87.62247,"(41.8957877, -87.62247)",2016-254022,11,37,21182.0,158,22
2017,254022,220 Walton Condominium,Submitted,220 E Walton Place,60611,nan,,Near North Side,Multifamily Housing,73000.0,1919.0,1,,,1106228.0,3927733.0,,,,69.0,104.1,74.4,109.8,413.2,5.7,41.8957877,-87.62247,"(41.8957877, -87.62247)",2017-254022,11,37,21182.0,158,22
2018,254022,220 Walton Condominium,Submitted,220 E Walton Place,60611,3.0,False,Near North Side,Multifamily Housing,73000.0,1919.0,1,952.0,,1158288.7,4413851.9,,,,76.3,107.9,77.0,108.0,427.1,5.9,41.8957877,-87.62247,"(41.8957877, -87.62247)",2018-254022,11,37,21182.0,158,22
2019,254022,220 E Walton Pl,Submitted,220 E Walton Pl,60611,nan,True,Near North Side,Multifamily Housing,73000.0,1919.0,1,,,1222789.1,4453148.1,,,,77.8,,,,,,41.8957877,-87.62247,"(41.8957877, -87.62247)",2019-254022,11,37,21182.0,158,22
2021,254022,(IL389) - 220 East Walton Condo,Submitted,220 E Walton Pl,60611,4.0,False,Near North Side,Multifamily Housing,99220.0,1919.0,1,,,1035864.4,4024690.2,0.0,0.0,,51.0,71.8,51.0,71.8,361.7,3.6,41.8957877,-87.62247,"(41.8957877, -87.62247)",2021-254022,11,37,21182.0,158,22
2016,254023,Olympia Lofts Condominium Association,Submitted,831-43 W. Adams St.,60607,nan,,Near West Side,Multifamily Housing,122850.0,1910.0,1,,80,2475610.7,3719352.8,,,,50.4,95.1,51.2,91.5,653.9,5.3,41.8742951,-87.65018,"(41.8742951, -87.65018)",2016-254023,48,29,14917.0,97,8
2017,254023,Olympia Lofts Condominium Association,Submitted,831-43 W. Adams St.,60607,nan,,Near West Side,Multifamily Housing,122850.0,1910.0,1,,86,1683897.0,5043508.0,,,,54.8,86.1,58.6,90.9,579.2,4.7,41.8742951,-87.65018,"(41.8742951, -87.65018)",2017-254023,48,29,14917.0,97,8
2018,254023,Olympia Lofts Condominium Association,Submitted,831-43 W. Adams St.,60607,3.5,False,Near West Side,Multifamily Housing,104076.0,1899.0,1,1943.0,75,1889350.6,5126716.7,,,,67.4,102.6,64.0,97.0,586.6,5.6,41.8742951,-87.65018,"(41.8742951, -87.65018)",2018-254023,48,29,14917.0,97,8
2019,254023,Olympia Lofts Condominium Association,Submitted,831 43 W Adams St,60607,4.0,False,Near West Side,Multifamily Housing,104076.0,1899.0,1,,81,1620362.2,5056744.0,,,,64.2,,,,,,41.8742951,-87.65018,"(41.8742951, -87.65018)",2019-254023,48,29,14917.0,97,8
2021,254023,Olympia Lofts Condominium Association,Submitted,831 43 W Adams St,60607,3.5,False,Near West Side,Multifamily Housing,104076.0,1899.0,1,,76,1757246.2,4866728.3,0.0,0.0,,63.6,96.4,67.6,99.1,509.5,4.9,41.8742951,-87.65018,"(41.8742951, -87.65018)",2021-254023,48,29,14917.0,97,8
2016,254024,Gateway West Loop,Submitted,11 S Green St,60607,nan,,Near West Side,Multifamily Housing,133879.0,2015.0,1,,28,5462646.1,5755690.8,,,,83.8,173.3,88.4,178.1,1312.6,9.8,41.8742951,-87.65018,"(41.8742951, -87.65018)",2016-254024,48,29,14917.0,97,8
2017,254024,Gateway West Loop,Submitted,11 S Green St,60607,nan,,Near West Side,Multifamily Housing,133879.0,2015.0,1,,26,5570496.0,6077668.0,,,,87.0,178.3,91.4,182.2,1352.8,10.1,41.8742951,-87.65018,"(41.8742951, -87.65018)",2017-254024,48,29,14917.0,97,8
2018,254024,Gateway West Loop,Submitted,11 S Green St,60607,1.5,False,Near West Side,Multifamily Housing,133879.0,2015.0,1,3586.0,34,5622034.3,6441880.0,,,,90.1,168.1,88.0,164.8,1277.5,9.5,41.8742951,-87.65018,"(41.8742951, -87.65018)",2018-254024,48,29,14917.0,97,8
2019,254024,Gateway West Loop Apartments,Submitted,11 S Green St,60607,1.5,False,Near West Side,Multifamily Housing,133879.0,2015.0,1,3422.0,35,5384040.5,6536360.0,,,,89.0,163.9,87.7,,1242.9,9.3,41.8742951,-87.65018,"(41.8742951, -87.65018)",2019-254024,48,29,14917.0,97,8
2021,254024,Gateway West Loop,Submitted,11 S Green St,60607,1.5,False,Near West Side,Multifamily Housing,169898.0,2015.0,1,,31,5838853.2,5397620.9,0.0,0.0,,83.9,164.4,86.6,165.2,1120.6,8.4,41.8742951,-87.65018,"(41.8742951, -87.65018)",2021-254024,48,29,14917.0,97,8
2016,254025,Englewood,Submitted,901 West 63rd St,60621,nan,,Englewood,Multifamily Housing,62800.0,2010.0,1,,58,2387955.8,1961736.8,,,,69.3,152.2,72.3,155.2,544.3,8.7,41.7761103,-87.6399,"(41.7761103, -87.6399)",2016-254025,4,66,21559.0,435,53
2017,254025,Englewood,Submitted,901 West 63rd St,60621,nan,,Englewood,Multifamily Housing,62800.0,2010.0,1,,68,2204549.0,1686874.0,,,,62.0,138.4,65.6,144.1,497.2,7.9,41.7761103,-87.6399,"(41.7761103, -87.6399)",2017-254025,4,66,21559.0,435,53
2018,254025,Englewood,Submitted,901 West 63rd St,60621,4.0,False,Englewood,Multifamily Housing,62800.0,2010.0,1,1743.0,74,2262607.7,1787545.3,,,,64.5,130.8,64.5,130.8,471.4,7.5,41.7761103,-87.6399,"(41.7761103, -87.6399)",2018-254025,4,66,21559.0,435,53
2019,254025,Mercy Housing Lakefront?s Englewood Apartments,Submitted,901 W 63rd St,60621,3.5,False,Englewood,Multifamily Housing,62800.0,2010.0,1,,75,2321821.6,1364190.6,,,,58.7,,,,,,41.7761103,-87.6399,"(41.7761103, -87.6399)",2019-254025,4,66,21559.0,435,53
2021,254025,Englewood,Submitted,901 W 63rd St,60621,3.5,False,Englewood,Multifamily Housing,62800.0,2010.0,1,,80,2207931.5,1233428.2,0.0,0.0,,54.8,119.1,56.6,121.5,380.9,6.1,41.7761103,-87.6399,"(41.7761103, -87.6399)",2021-254025,4,66,21559.0,435,53
2016,254034,Warren Ashland Place,Submitted,1609 W Warren BLVD,60612,nan,,Near West Side,Multifamily Housing,77005.0,2014.0,1,,96,1612207.5,1279216.8,,,,37.5,83.2,38.7,84.4,365.1,4.7,41.8812009,-87.68664,"(41.8812009, -87.68664)",2016-254034,46,29,21184.0,37,48
2017,254034,Warren Ashland Place,Submitted,1609 W Warren BLVD,60612,nan,,Near West Side,Multifamily Housing,77005.0,2014.0,1,,68,1465075.0,3708990.0,,,,67.2,110.3,67.2,110.3,467.9,6.1,41.8812009,-87.68664,"(41.8812009, -87.68664)",2017-254034,46,29,21184.0,37,48
2018,254034,Warren Project,Submitted,1609 W. Warren BLVD.,60612,1.5,False,Near West Side,Multifamily Housing,78628.0,2014.0,1,1684.0,40,1350735.7,6219406.8,,,,96.3,131.2,92.9,126.5,555.1,7.1,41.8812009,-87.68664,"(41.8812009, -87.68664)",2018-254034,46,29,21184.0,37,48
2016,254035,Reside by Irving Park,Submitted,725 West Irving Park Road,60613,nan,,Lake View,Multifamily Housing,63000.0,1923.0,1,,98,949889.2,1360400.0,,,,36.7,70.0,36.7,70.0,247.3,3.9,41.9543088,-87.6618,"(41.9543088, -87.6618)",2016-254035,25,57,21186.0,725,38
2017,254035,Reside by Irving Park,Submitted,725 West Irving Park Road,60613,nan,,Lake View,Multifamily Housing,63000.0,1923.0,1,,97,955855.0,1373600.0,,,,37.0,70.5,37.0,70.5,249.7,4.0,41.9543088,-87.6618,"(41.9543088, -87.6618)",2017-254035,25,57,21186.0,725,38
2018,254035,Reside by Irving Park,Submitted,725 West Irving Park Road,60613,4.0,False,Lake View,Multifamily Housing,63000.0,1923.0,1,1741.0,98,1110851.7,1009221.6,,,,33.7,66.2,33.8,66.3,238.4,3.8,41.9543088,-87.6618,"(41.9543088, -87.6618)",2018-254035,25,57,21186.0,725,38
2019,254035,Reside by Irving Park,Submitted,725 W Irving Park Rd,60613,4.0,False,Lake View,Multifamily Housing,63000.0,1923.0,1,1470.0,99,905930.4,1101649.1,,,,31.9,58.6,31.6,,209.2,3.3,41.9543088,-87.6618,"(41.9543088, -87.6618)",2019-254035,25,57,21186.0,725,38
2021,254035,Reside by Irving Park,Submitted,725 W Irving Park Rd,60613,2.5,False,Lake View,Multifamily Housing,63000.0,1923.0,1,,59,1076090.2,3401190.0,0.0,0.0,,71.1,104.5,76.3,110.0,334.3,5.3,41.9543088,-87.6618,"(41.9543088, -87.6618)",2021-254035,25,57,21186.0,725,38
2016,254037,Willow Square Condo Association (Bldg 1),Submitted,1728 N Damen Ave,60647,nan,,West Town,Multifamily Housing,65000.0,1928.0,2,,46,2318368.7,784992.6,,,,47.7,124.7,49.6,126.4,469.0,7.2,41.91317251,-87.6776717,"(41.91317251, -87.6776717)",2016-254037,40,25,22535.0,179,16
2017,254037,Willow Square Condo Association (Bldg 1),Submitted,1728 N Damen Ave,60647,nan,,West Town,Multifamily Housing,65000.0,1928.0,2,,60,2040762.0,701579.0,,,,42.2,109.9,44.6,113.3,414.6,6.4,41.91317251,-87.6776717,"(41.91317251, -87.6776717)",2017-254037,40,25,22535.0,179,16
2018,254037,(IL659) - Willow Square (Bldg. 1),Submitted,1728 N. Damen,60647,4.0,False,West Town,Multifamily Housing,89816.0,1928.0,1,1920.0,84,2260223.1,1114646.4,,,,37.6,83.5,37.8,83.7,435.2,4.8,41.91317251,-87.6776717,"(41.91317251, -87.6776717)",2018-254037,40,25,22535.0,179,16
2019,254037,(IL659) - Willow Square (Bldg. 1),Submitted,1728 N Damen Ave,60647,4.0,False,West Town,Multifamily Housing,89816.0,1928.0,1,,87,2218628.4,788583.5,,,,33.5,78.4,33.1,,411.0,4.6,41.91317251,-87.6776717,"(41.91317251, -87.6776717)",2019-254037,40,25,22535.0,179,16
2021,254037,(IL659) - Willow Square (Bldg. 1),Submitted,1728 N Damen Ave,60647,1.0,False,West Town,Multifamily Housing,89816.0,1928.0,1,,13,3806266.8,1599328.8,0.0,0.0,,60.2,137.4,59.5,135.3,628.6,7.0,41.91317251,-87.6776717,"(41.91317251, -87.6776717)",2021-254037,40,25,22535.0,179,16
2016,254038,Porta Coeli Residence,Submitted,2260 E. 99th Street,60617,nan,,South Deering,Multifamily Housing,79039.0,2015.0,1,,85,776369.9,4267441.7,,,,63.8,87.5,69.2,93.2,369.8,4.7,41.71331308,-87.55546646,"(41.71331308, -87.55546646)",2016-254038,47,48,21202.0,527,47
2017,254038,Porta Coeli Residence,Submitted,2260 E. 99th Street,60617,nan,,South Deering,Multifamily Housing,79039.0,2015.0,1,,82,826305.0,4067747.0,,,,61.9,86.9,67.7,92.9,368.8,4.7,41.71331308,-87.55546646,"(41.71331308, -87.55546646)",2017-254038,47,48,21202.0,527,47
2018,254038,Porta Coeli Residence,Submitted,2260 E. 99th Street,60617,2.5,False,South Deering,Multifamily Housing,79039.0,2015.0,1,1854.0,57,1361514.2,4419700.5,,,,73.1,106.9,75.3,109.2,461.3,5.8,41.71331308,-87.55546646,"(41.71331308, -87.55546646)",2018-254038,47,48,21202.0,527,47
2019,254038,Catholic Charities: Porta Coeli Senior Housing,Submitted,2260 E 99th St,60617,3.0,False,South Deering,Multifamily Housing,79039.0,2015.0,1,1742.0,46,1942571.0,3189948.5,,,,64.9,111.2,65.8,,492.6,6.2,41.71331308,-87.55546646,"(41.71331308, -87.55546646)",2019-254038,47,48,21202.0,527,47
2021,254038,Porta Coeli Residence,Submitted,2260 E 99th St,60617,1.0,False,South Deering,Multifamily Housing,91577.0,2015.0,1,,14,2221884.2,4496415.3,0.0,0.0,,85.0,138.4,87.6,139.8,556.2,7.0,41.71331308,-87.55546646,"(41.71331308, -87.55546646)",2021-254038,47,48,21202.0,527,47
2016,254039,Sheridan Shore Courts Condominium Association,Submitted,7021-7035 N. Sheridan Rd.,60626,nan,,Rogers Park,Multifamily Housing,80078.0,1920.0,1,,60,534657.0,5756475.5,,,,78.6,96.4,86.2,103.7,404.3,5.0,42.0103536,-87.66851,"(42.0103536, -87.66851)",2016-254039,5,10,21853.0,358,3
2017,254039,Sheridan Shore Courts Condominium Association,Submitted,7021-7035 N. Sheridan Rd.,60626,nan,,Rogers Park,Multifamily Housing,80078.0,1920.0,1,,64,497917.0,5367006.0,,,,73.2,89.9,81.3,98.2,377.1,4.7,42.0103536,-87.66851,"(42.0103536, -87.66851)",2017-254039,5,10,21853.0,358,3
2018,254039,Sheridan Shore Courts Condominium Association,Submitted,7021-7035 N. Sheridan Rd.,60626,3.0,False,Rogers Park,Multifamily Housing,80078.0,1920.0,1,1211.0,65,720419.9,6172518.5,,,,86.1,106.1,88.6,107.9,447.7,5.6,42.0103536,-87.66851,"(42.0103536, -87.66851)",2018-254039,5,10,21853.0,358,3
2019,254039,Sheridan Shore Courts Condominium Association,Submitted,7021 7035 N Sheridan Rd,60626,3.0,False,Rogers Park,Multifamily Housing,80078.0,1920.0,1,,63,640507.5,6329599.4,,,,87.0,,,,,,42.0103536,-87.66851,"(42.0103536, -87.66851)",2019-254039,5,10,21853.0,358,3
2021,254039,Sheridan Shore Courts Condominium Association,Submitted,7021 7035 N Sheridan Rd,60626,3.5,False,Rogers Park,Multifamily Housing,80078.0,1920.0,1,,71,702643.4,5425590.7,0.0,0.0,,76.5,95.7,85.4,104.4,388.5,4.9,42.0103536,-87.66851,"(42.0103536, -87.66851)",2021-254039,5,10,21853.0,358,3
2016,254043,St. Vincent de Paul,Submitted,4040 N. Oakley,60618,nan,,North Center,Multifamily Housing,84762.0,2007.0,1,,,1922416.0,4337077.4,,,,73.8,124.9,79.1,129.1,584.7,6.9,41.94662098,-87.70269173,"(41.94662098, -87.70269173)",2016-254043,20,22,21538.0,425,2
2017,254043,St. Vincent de Paul,Submitted,4040 N. Oakley,60618,nan,,North Center,Multifamily Housing,84762.0,2007.0,1,,,1852805.0,4067747.0,,,,69.8,119.0,74.5,124.0,558.6,6.6,41.94662098,-87.70269173,"(41.94662098, -87.70269173)",2017-254043,20,22,21538.0,425,2
2018,254043,St. Vincent de Paul,Submitted,4040 N. Oakley,60618,3.5,False,North Center,Multifamily Housing,84762.0,2007.0,1,3288.0,78,1762901.9,3977391.7,,,,67.7,107.5,68.6,108.4,504.5,6.0,41.94662098,-87.70269173,"(41.94662098, -87.70269173)",2018-254043,20,22,21538.0,425,2
2019,254043,"North Center Senior Housing, NFP (St. Vincent DePaul Residence)",Submitted,4040 N Oakley St,60618,4.0,False,North Center,Multifamily Housing,84762.0,2007.0,1,3054.0,83,1831442.2,3189948.5,,,,59.2,100.0,59.0,,474.1,5.6,41.94662098,-87.70269173,"(41.94662098, -87.70269173)",2019-254043,20,22,21538.0,425,2
2021,254043,St. Vincent de Paul,Submitted,4040 N Oakley St,60618,4.0,False,North Center,Multifamily Housing,114602.0,2007.0,1,,90,1539296.5,3128942.7,0.0,0.0,,55.1,89.6,58.6,93.3,386.0,4.6,41.94662098,-87.70269173,"(41.94662098, -87.70269173)",2021-254043,20,22,21538.0,425,2
2016,254045,Archer Place Condominium Association,Submitted,2272 S Archer Ave,60616,nan,,Armour Square,Multifamily Housing,69770.0,2007.0,1,,96,2285183.6,776391.9,,,,43.9,114.5,43.9,114.5,462.4,6.6,41.85506096,-87.62719197,"(41.85506096, -87.62719197)",2016-254045,9,34,21194.0,330,12
2017,254045,Archer Place Condominium Association,Submitted,2272 S Archer Ave,60616,nan,,Armour Square,Multifamily Housing,69770.0,2007.0,1,,92,1844681.0,2027581.0,,,,55.5,113.5,59.3,117.8,448.8,6.4,41.85506096,-87.62719197,"(41.85506096, -87.62719197)",2017-254045,9,34,21194.0,330,12
2018,254045,Archer Place Condominium Association,Submitted,2272 S Archer Ave,60616,4.0,False,Armour Square,Multifamily Housing,69770.0,2007.0,1,4362.0,93,1829125.4,2343178.8,,,,59.8,108.7,58.0,105.6,428.8,6.1,41.85506096,-87.62719197,"(41.85506096, -87.62719197)",2018-254045,9,34,21194.0,330,12
2019,254045,Archer Place Condo Association,Submitted,2272 S Archer Ave,60616,4.0,False,Armour Square,,,,,,92,1801730.5,2416742.8,,,,60.5,108.7,58.9,,,,41.85506096,-87.62719197,"(41.85506096, -87.62719197)",2019-254045,9,34,21194.0,330,12
2021,254045,Archer Place Condominium Association,Submitted,2272 S Archer Ave,60616,4.0,False,Armour Square,Multifamily Housing,97890.0,2007.0,1,,95,1781354.0,1904974.0,0.0,0.0,,52.8,100.2,55.3,102.2,355.6,5.1,41.85506096,-87.62719197,"(41.85506096, -87.62719197)",2021-254045,9,34,21194.0,330,12
2016,254046,Ainslie Park Condominium Association,Submitted,840-846 W. Ainslie St.,60640,nan,,Uptown,Multifamily Housing,52760.0,1923.0,1,,91,1485653.0,1156815.0,,,,50.1,111.4,52.4,117.3,335.3,6.4,41.9726457,-87.66491,"(41.9726457, -87.66491)",2016-254046,18,31,22616.0,633,37
2017,254046,Ainslie Park Condominium Association,Submitted,840-846 W. Ainslie St.,60640,nan,,Uptown,Multifamily Housing,52760.0,1923.0,1,,92,1415523.0,1134140.0,,,,48.3,106.8,51.6,116.2,322.0,6.1,41.9726457,-87.66491,"(41.9726457, -87.66491)",2017-254046,18,31,22616.0,633,37
2018,254046,Ainslie Park Condominium Association,Submitted,840-846 W. Ainslie St.,60640,3.5,False,Uptown,Multifamily Housing,52760.0,1923.0,1,1968.0,77,1943444.5,1176001.2,,,,59.1,126.5,57.0,121.1,385.8,7.3,41.9726457,-87.66491,"(41.9726457, -87.66491)",2018-254046,18,31,22616.0,633,37
